,slang,formal
4975,yhaaa,ya
4976,qaqaaaa,kakak
4977,sayangkuuuuu,sayangku
4978,kakakuuu,kakakku
4979,dh,deh
4980,orng,orang
4981,kk,kakak
4982,rb,ribu
4983,klau,kalau
4984,rb,ribu
4985,yah,ya
4986,bangett,banget
4987,bgt,banget
4988,gini,begini
4989,naksir,menaksir
4990,pake,pakai
4991,pake,pakai
4992,rekomendasiin,merekomendasikan
4993,gak,enggak
4994,banx,bang
4995,utk,untuk
4996,edannn,edan
4997,pake,pakai
4998,udah,sudah
4999,nggk,enggak
5000,thn,tahun
5001,thn,tahun
5002,makasih,terima kasih
5003,udh,sudah
5004,ksh,kasih
5005,bangett,banget
5006,ga,enggak
5007,lg,lagi
5008,liat,lihat
5009,bs,bisa
5010,bape,bawa perasaan
5011,skrg,sekarang
5012,yg,yang
5013,"artis""",artis-artis
5014,naksir,menaksir
5015,ngelahirin,melahirkan
5016,paksain,memaksa
5017,biasaa,biasa
5018,pengen,pengin
5019,besarin,membesarkan
5020,hub,hubungi
5021,aja,saja
5022,makasih,terima kasih
5023,saranin,menyarankan
5024,ga,enggak
5025,udah,sudah
5026,saranin,menyarankan
5027,bangett,banget
5028,saranin,menyarankan
5029,skrg,sekarang
5030,ga,enggak
5031,nyesel,menyesal
5032,aja,saja
5033,makasih,terima kasih
5034,yaa,ya
5035,hubunggi,hubungi
5036,gak,enggak
5037,loooh,loh
5038,kek,kayak
5039,telimakacih,terima kasih
5040,telimakacih,terima kasih
5041,bngt,banget
5042,keliatan,kelihatan
5043,yuuk,yuk
5044,nerawang,menerawang
5045,alloh,allah
5046,cantiiiik,cantik
5047,ga,enggak
5048,didapet,didapat
5049,tanya2,tanya-tanya
5050,dapetin,mendapati
5051,gak,enggak
5052,pede,percaya diri
5053,gara2,gara-gara
5054,ga,enggak
5055,utk,untuk
5056,smoga,semoga
5057,ttp,tetap
5058,aminn,amin
5059,kuningggg,kuning
5060,kk,kakak
5061,mz,mas
5062,mb,mbak
5063,emg,memang
5064,keliatan,kelihatan
5065,nyolot,menyolot
5066,donk,dong
5067,kk,kakak
5068,udah,sudah
5069,aja,saja
5070,sihhh,sih
5071,tu,itu
5072,cantikkk,cantik
5073,kakk,kakak
5074,ska,suka
5075,ko,kok
5076,gak,enggak
5077,yah,ya
5078,org,orang
5079,indo,indonesia
5080,lgsg,langsung
5081,kyk,kayak
5082,gini,begini
5083,ga,enggak
5084,ga,enggak
5085,yg,yang
5086,liat,lihat
5087,ad,ada
5088,d,di
5089,bangat,banget
5090,aja,saja
5091,ni,ini
5092,elahh,alah
5093,ngaca,mengaca
5094,gk,enggak
5095,pd,pada
5096,ga,enggak
5097,pnting,penting
5098,pnya,punya
5099,dlm,dalam
5100,ga,enggak
5101,ga,enggak
5102,bela2in,membela-bela
5103,smpe,sampai
5104,marah2an,marah-marahan
5105,prnh,pernah
5106,wlaupun,walaupun
5107,syantiiiiikkkkkkkkkkkk,cantik
5108,punyaaa,punya
5109,aja,saja
5110,gk,enggak
5111,yg,yang
5112,nd,indak
5113,ush,usah
5114,"bwa""",bawa-bawa
5115,agma,agama
5116,subahanallah,subhanallah
5117,cantikk,cantik
5118,bgt,banget
5119,pke,pakai
5120,hijabb,hijab
5121,engga,enggak
5122,bangettttt,banget
5123,kerrennn,keren
5124,ga,enggak
5125,makasih,terima kasih
5126,udah,sudah
5127,rekomendasiin,merekomendasikan
5128,jd,jadi
5129,lbih,lebih
5130,dr,dari
5131,ngetik,mengetik
5132,ntr,entar
5133,ntah,entah
5134,pan,kapan
5135,aja,saja
5136,mateeeek,mati
5137,mba,mbak
5138,yah,ya
5139,sma,sama
5140,kl,kalo
5141,gimana,bagaimana
5142,geetoo,begitu
5143,ginian,beginian
5144,ga,enggak
5145,diginiin,dibeginikan
5146,ntr,entar
5147,sewain,menyewa
5148,kokkk,kok
5149,muluuu,melulu
5150,kaka,kakak
5151,yaaang,yang
5152,iyaa,iya
5153,ntar,entar
5154,dbuat,dibuat
5155,gituu,begitu
5156,yappp,ya
5157,msih,masih
5158,thn,tahun
5159,lg,lagi
5160,uwahhhhh,wah
5161,g,enggak
5162,bs,bisa
5163,lbh,lebih
5164,lg,lagi
5165,bnr2,benar-benar
5166,psgn,pasangan
5167,yg,yang
5168,cocokkk,cocok
5169,dr,dari
5170,ujg,ujung
5171,rmbut,rambut
5172,smp,sampai
5173,kki,kaki
5174,kgn,kangen
5175,liat,lihat
5176,liat,lihat
5177,kgn,kangen
5178,mreka,mereka
5179,yg,yang
5180,dlu,dulu
5181,yg,yang
5182,pengen,pengin
5183,y,ya
5184,hayukk,hayo
5185,gini,begini
5186,segitunya,sebegitunya
5187,pngn,pengin
5188,ntab,mantab
5189,mauu,mau
5190,atuhhh,atuh
5191,yukss,yuk
5192,lihaatttt,lihat
5193,yg,yang
5194,ayoo,ayo
5195,niiiihh,nih
5196,liattt,lihat
5197,cuyyy,cuy
5198,dr,dari
5199,gapernah,enggak pernah
5200,bosen,bosan
5201,liatiii,lihat
5202,jombsss,jomblo
5203,emesshhh,gemas
5204,gemeessss,gemas
5205,poollll,pol
5206,gemesyak,gemas ya
5207,pengen,pengin
5208,gini,begini
5209,bgtttt,banget
5210,ko,kok
5211,klo,kalo
5212,kyk,kayak
5213,gini,begini
5214,yaaa,ya
5215,cntiknya,cantiknya
5216,yaaa,ya
5217,lucuuu,lucu
5218,bngttt,banget
5219,ngegmesin,menggemaskan
5220,hndak,hendak
5221,kh,kah
5222,hndk,hendak
5223,iiih,ih
5224,lutunaa,lucunya
5225,lucuuu,lucu
5226,abiz,habis
5227,bkin,bikin
5228,gemes,gemas
5229,ngga,enggak
5230,ngareppppp,mengharap
5231,aamiinin,amin
5232,aja,saja
5233,aq,aku
5234,lht,lihat
5235,fhoto,foto
5236,yg,yang
5237,imuutt,imut
5238,abizzz,habis
5239,jgn,jangan
5240,tay,tahi
5241,nyaaa,nya
5242,bgt,banget
5243,yg,yang
5244,toketnya,teteknya
5245,sampe,sampai
5246,tumpe2,tumpah-tumpah
5247,lenje,lenjeh
5248,tuuuuh,tuh
5249,cantinya,cantiknya
5250,bgt,banget
5251,gw,gue
5252,kl,kalo
5253,krn,karena
5254,yg,yang
5255,gw,gue
5256,ga,enggak
5257,aneh2,aneh-aneh
5258,ga,enggak
5259,macam2,macam-macam
5260,ga,enggak
5261,yg,yang
5262,"mbak""",mbak-mbak
5263,ngatain,mengatai
5264,lucuu,lucu
5265,bgt,banget
5266,mbaknyaahh,mbaknya
5267,pyudara,payudara
5268,gak,enggak
5269,gk,enggak
5270,ky,kaya
5271,yg,yang
5272,lenje,lenjeh
5273,ap,apa
5274,ajah,saja
5275,bgt,banget
5276,tu,itu
5277,yg,yang
5278,tu,itu
5279,cewe,cewek
5280,lenje,lenjeh
5281,ngatain,mengatai
5282,lenje,lenjeh
5283,lenje,lenjeh
5284,lenje,lenjeh
5285,gak,enggak
5286,gak,enggak
5287,ditutupin,ditutupi
5288,tp,tapi
5289,gk,enggak
5290,pake,pakai
5291,tp,tapi
5292,gak,enggak
5293,bgitu,begitu
5294,yaa,ya
5295,ngomongnya,mengomongnya
5296,gak,enggak
5297,km,kamu
5298,bgt,banget
5299,pengen,pengin
5300,sich,sih
5301,cntik,cantik
5302,bgt,banget
5303,bgt,banget
5304,bnget,banget
5305,cantiik2,cantik-cantik
5306,dech,deh
5307,hati.a,hatinya
5308,blm,belum
5309,mk.a,makanya
5310,gt,begitu
5311,mlt.a,mulutnya
5312,nyerocooooos,mencerocos
5313,trus,terus
5314,blg,bilang
5315,tuk,untuk
5316,org,orang
5317,kyk.a,kayaknya
5318,wkt,waktu
5319,sklh,sekolah
5320,dl,dulu
5321,pljrn,pelajaran
5322,srng,sering
5323,ga,enggak
5324,msk,masuk
5325,yaaa,ya
5326,org,orang
5327,ngilang,menghilang
5328,dikatain,dikatai
5329,maluuu,malu
5330,yaaaa,ya
5331,yg,yang
5332,ngalahin,mengalahkan
5333,tu,itu
5334,ap,apa
5335,kk,kakak
5336,brisi,berisi
5337,tp,tapi
5338,ttp,tetap
5339,kk,kakak
5340,cntik,cantik
5341,ap,apa
5342,ga,enggak
5343,pake,pakai
5344,aja,saja
5345,loo,loh
5346,kk,kakak
5347,laa,lah
5348,pkoknya,pokoknya
5349,kk,kakak
5350,slm,salam
5351,knl,kenal
5352,canti,cantik
5353,y,ya
5354,q,aku
5355,kk,kakak
5356,kk,kakak
5357,astagfirullh,astagfirullah
5358,nutupin,menutupi
5359,amiin,amin
5360,cntik,cantik
5361,liat,lihat
5362,hub,menghubungi
5363,kmn,kemana
5364,klo,kalo
5365,bs,bisa
5366,indo,indonesia
5367,ni,ini
5368,dung,dong
5369,ori,orisinal
5370,yu,yuk
5371,bgt,banget
5372,kakakaaaaaaaaaaaaaa,kakak
5373,kaka,kakak
5374,cantikkkkkkkk,cantik
5375,cantiq,cantik
5376,batwc,banget
5377,kamyuhhh,kamu
5378,yukk,yuk
5379,dbwh,dibawah
5380,rb,ribu
5381,cantikk,cantik
5382,sampe,sampai
5383,pake,pakai
5384,ga,enggak
5385,yuuuk,yuk
5386,yaa,ya
5387,seneng,senang
5388,yg,yang
5389,padet,padat
5390,gara2,gara-gara
5391,makasih,terima kasih
5392,yaa,ya
5393,bukti2,bukti-bukti
5394,bener,benar
5395,say,sayang
5396,gak,enggak
5397,senenggg,senang
5398,yg,yang
5399,yukk,yuk
5400,dr,dari
5401,ngga,enggak
5402,makasih,terima kasih
5403,yaaa,ya
5404,gak,enggak
5405,pede,percaya diri
5406,pengen,pengin
5407,dapetin,mendapati
5408,kepoin,mengepoi
5409,ajaa,saja
5410,belanjaa,belanja
5411,disiniii,disini
5412,hay,hai
5413,temen2,teman-teman
5414,mao,mau
5415,tp,tapi
5416,yg,yang
5417,gak,enggak
5418,murhan,murahan
5419,yah,ya
5420,prwtn,perawatan
5421,wjh,wajah
5422,yg,yang
5423,bgettt,banget
5424,dr,dari
5425,negri,negeri
5426,yg,yang
5427,utk,untuk
5428,bs,bisa
5429,prwtn,perawatan
5430,utk,untuk
5431,mereka2,mereka-mereka
5432,yg,yang
5433,jg,juga
5434,pakke,pakai
5435,uda,sudah
5436,pd,pada
5437,pake,pakai
5438,byk,banyak
5439,prwtn,perawatan
5440,yg,yang
5441,utk,untuk
5442,jgn,jangan
5443,yah,ya
5444,yg,yang
5445,utk,untuk
5446,dipake,dipakai
5447,ga,enggak
5448,bkin,bikin
5449,ktergantungan,ketergantungan
5450,dapet,dapat
5451,tp,tapi
5452,yg,yang
5453,pake,pakai
5454,utk,untuk
5455,prwatn,perawatan
5456,wjh,wajah
5457,dr,dari
5458,org,orang
5459,jg,juga
5460,uda,sudah
5461,pake,pakai
5462,ngebuktiin,membuktikan
5463,hslnya,hasilnya
5464,dr,dari
5465,mrk,mereka
5466,yg,yang
5467,uda,sudah
5468,pake,pakai
5469,utk,untuk
5470,awal2,awal-awal
5471,ga,enggak
5472,setabil,stabil
5473,temen2,teman-teman
5474,nyoba,mencoba
5475,ihh,ih
5476,beneran,benaran
5477,ga,enggak
5478,temen2,teman-teman
5479,maksih,terima kasih
5480,yah,ya
5481,ga,enggak
5482,gratiss,gratis
5483,gak,enggak
5484,ka,kak
5485,kaka,kakak
5486,gak,enggak
5487,udah,sudah
5488,rekomendasiin,merekomendasikan
5489,tetep,tetap
5490,bbrpa,beberapa
5491,"gara""",gara-gara
5492,yg,yang
5493,"benar""",benar-benar
5494,buktiin,membuktikan
5495,ajaibb,ajaib
5496,aja,saja
5497,ga,enggak
5498,nyangka,menyangka
5499,seneng,senang
5500,pokonya,pokoknya
5501,mksh,terima kasih
5502,setujuuu,setuju
5503,klo,kalo
5504,digituin,dibegitukan
5505,klw,kalau
5506,ank,anak
5507,gak,enggak
5508,mw,mau
5509,sekolahin,sekolahkan
5510,ajarin,ajarkan
5511,sendirii,sendiri
5512,sendirii,sendiri
5513,akn,akan
5514,mrnghadapi,menghadapi
5515,yg,yang
5516,dr,dari
5517,yg,yang
5518,dr,dari
5519,tp,tapi
5520,bgmn,bagaimana
5521,apalg,apalagi
5522,naka,nakal
5523,tdk,tidak
5524,jd,jadi
5525,sdkt,sedikit
5526,aja,saja
5527,besar2in,besar-besarkan
5528,cb,coba
5529,dech,deh
5530,mbk,mbak
5531,bgmana,bagaimana
5532,s*inetr*n,sinetron
5533,yg,yang
5534,yg,yang
5535,bs,bisa
5536,mrusak,merusak
5537,yg,yang
5538,cm,cuma
5539,ttg,tentang
5540,gak,enggak
5541,sm,sama
5542,yg,yang
5543,d,di
5544,sbg,sebagai
5545,tdk,tidak
5546,ka,kak
5547,sy,saya
5548,jd,jadi
5549,jd,jadi
5550,sy,saya
5551,mndpt,mendapat
5552,dr,dari
5553,pst,pasti
5554,sy,saya
5555,skt,sakit
5556,tp,tapi
5557,tdk,tidak
5558,jgn,jangan
5559,yg,yang
5560,sebnyak,sebanyak
5561,dpn,depan
5562,org,orang
5563,yg,yang
5564,yg,yang
5565,terburu2,terburu-buru
5566,baik2,baik-baik
5567,nanya,bertanya
5568,sampe,sampai
5569,udah,sudah
5570,udah,sudah
5571,ngumpat2,mengumpat-ngumpat
5572,nantangin,menantang
5573,aja,saja
5574,gtu,begitu
5575,ngegampar,menggampar
5576,anak2,anak-anak
5577,gitu,begitu
5578,wktu,waktu
5579,d,di
5580,pake,pakai
5581,pake,pakai
5582,trs,terus
5583,d,di
5584,gada,enggak ada
5585,org,orang
5586,yg,yang
5587,sampe,sampai
5588,ngelaporin,melaporkan
5589,yg,yang
5590,d,di
5591,salahin,salahkan
5592,krna,karena
5593,yg,yang
5594,gabisa,enggak bisa
5595,gada,enggak ada
5596,yg,yang
5597,ni,ini
5598,jd,jadi
5599,yg,yang
5600,hnya,hanya
5601,orng,orang
5602,yg,yang
5603,konsekwensi,konsekuensi
5604,muliany,mulianya
5605,bkn,bukan
5606,kl,kalo
5607,mungki,mungkin
5608,tp,tapi
5609,kl,kalo
5610,bs,bisa
5611,jgn,jangan
5612,lngsung,langsung
5613,tp,tapi
5614,sj,saja
5615,tsb,tersebut
5616,u,untuk
5617,jg,juga
5618,ad,ada
5619,sbg,sebagai
5620,t4,tempat
5621,bacahalah,bacalah
5622,yaak,ya
5623,dikerasin,dikerasi
5624,trus,terus
5625,lgsg,langsung
5626,gtu,begitu
5627,skrg,sekarang
5628,udh,sudah
5629,dikerasin,dikerasi
5630,gk,enggak
5631,skrg,sekarang
5632,gkkan,enggak akan
5633,ngulangin,mengulangi
5634,lebayy,lebay
5635,bgt,banget
5636,lgsg,langsung
5637,org,orang
5638,yg,yang
5639,jgn,jangan
5640,gk,enggak
5641,sendirii,sendiri
5642,ajaa,saja
5643,bedaa,beda
5644,skrg,sekarang
5645,sm,sama
5646,pnyaa,punya
5647,gk,enggak
5648,sendirii,sendiri
5649,yaa,ya
5650,gk,enggak
5651,bol3h,boleh
5652,pake,pakai
5653,gak,enggak
5654,org,orang
5655,ngadu,mengadu
5656,ketauan,ketahuan
5657,ma,sama
5658,org,orang
5659,dimarahin,dimarahi
5660,manjain,memanjakan
5661,org,orang
5662,manjain,memanjakan
5663,gt,begitu
5664,aja,saja
5665,ma,sama
5666,skrng,sekarang
5667,sdh,sudah
5668,krn,karena
5669,manjain,memanjakan
5670,gini,begini
5671,krn,karena
5672,yg,yang
5673,gak,enggak
5674,sm,sama
5675,yg,yang
5676,dgn,dengan
5677,jg,juga
5678,org,orang
5679,yg,yang
5680,yg,yang
5681,utk,untuk
5682,yg,yang
5683,bs,bisa
5684,bs,bisa
5685,sm,sama
5686,gk,enggak
5687,utk,untuk
5688,boleh2,boleh-boleh
5689,dgn,dengan
5690,yg,yang
5691,hallo,halo
5692,gak,enggak
5693,nyelesain,menyelesaikan
5694,troma,trauma
5695,kerasin,kerasi
5696,jdi,jadi
5697,jgn2,jangan-jangan
5698,mcm,macam
5699,bgni,begini
5700,ngomong,mengomong
5701,sj,saja
5702,ga,enggak
5703,emg,memang
5704,sm,sama
5705,sy,saya
5706,kamu2,kamu-kamu
5707,cewer,jewer
5708,bilanh,bilang
5709,gak,enggak
5710,kasi,kasih
5711,gak,enggak
5712,tdk,tidak
5713,ngapain,mengapa
5714,sy,saya
5715,org,orang
5716,yg,yang
5717,sdh,sudah
5718,yg,yang
5719,jwban,jawaban
5720,org2,orang-orang
5721,mmg,memang
5722,yg,yang
5723,skg,sekarang
5724,gak,enggak
5725,gak,enggak
5726,nuduh,menuduh
5727,gak,enggak
5728,nuduh,menuduh
5729,suk,suka
5730,emang,memang
5731,emang,memang
5732,ngatur,mengatur
5733,yg,yang
5734,gmna,bagaimana
5735,msih,masih
5736,sampe,sampai
5737,skrg,sekarang
5738,org,orang
5739,rajin2,rajin-rajin
5740,sy,saya
5741,tpi,tapi
5742,sy,saya
5743,sy,saya
5744,sm,sama
5745,ga,enggak
5746,bacaaaa,baca
5747,gw,gue
5748,kekk,kayak
5749,jungkiir,jungkir
5750,kekk,kayak
5751,ga,enggak
5752,gunaa,guna
5753,bales2in,balas-membalas
5754,orangg,orang
5755,ga,enggak
5756,kerjaan,pekerjaan
5757,laen,lain
5758,ajaa,saja
5759,yg,yang
5760,yaaaa,ya
5761,dr,dari
5762,tauuuu,tau
5763,bls,balas
5764,skg,sekarang
5765,ga,enggak
5766,yaa,ya
5767,ni,nih
5768,koment,komentar
5769,emang,memang
5770,yg,yang
5771,tdk,tidak
5772,km,kamu
5773,untk,untuk
5774,tp,tapi
5775,tdk,tidak
5776,ank,anak
5777,byak,banyak
5778,kepad,kepada
5779,ank,anak
5780,bantuanny,bantuannya
5781,bkn,bukan
5782,ttinggi,tinggi
5783,dg,dengan
5784,yg,yang
5785,bgt,banget
5786,jgn,jangan
5787,smpe,sampai
5788,yg,yang
5789,d,di
5790,ajah,saja
5791,gara2,gara-gara
5792,perna,pernah
5793,d,di
5794,cmn,cuman
5795,grgr,gara-gara
5796,g,enggak
5797,jari2,jari-jari
5798,d,di
5799,pukulin,pukuli
5800,pake,pakai
5801,yg,yang
5802,smpe,sampai
5803,jd,jadi
5804,bengkak2,bengkak-bengkak
5805,bgs,bagus
5806,jgn,jangan
5807,smpe,sampai
5808,ank,anak
5809,sm,sama
5810,sperti,seperti
5811,kasian,kasihan
5812,klo,kalo
5813,g,enggak
5814,d,di
5815,komentarin,komentari
5816,jgn,jangan
5817,d,di
5818,jd,jadi
5819,bijak2,bijak-bijak
5820,dlm,dalam
5821,ga,enggak
5822,ga,enggak
5823,yg,yang
5824,lama2,lama-lama
5825,yg,yang
5826,ga,enggak
5827,menurur,menurut
5828,tipe2,tipe-tipe
5829,anak2,anak-anak
5830,anak2,anak-anak
5831,diliat,dilihat
5832,liatlah,lihatlah
5833,teguran2,teguran-teguran
5834,yg,yang
5835,gr2,gara-gara
5836,d,di
5837,skrg,sekarang
5838,gamau,enggak mau
5839,skolah,sekolah
5840,pdahal,padahal
5841,msh,masih
5842,klas,kelas
5843,krena,karena
5844,tkut,takut
5845,grunya,gurunya
5846,skrg,sekarang
5847,pndah,pindah
5848,tdk,tidak
5849,bs,bisa
5850,hrs,harus
5851,ortu,orang tua
5852,dlm,dalam
5853,udh,sudah
5854,ngerasain,merasai
5855,tp,tapi
5856,dlm,dalam
5857,org,orang
5858,yg,yang
5859,bs,bisa
5860,bs,bisa
5861,liat2,lihat-lihat
5862,tp,tapi
5863,ga,enggak
5864,masukin,memasukkan
5865,org,orang
5866,dilindungin,dilindungi
5867,yg,yang
5868,trs,terus
5869,jagain,menjaga
5870,org,orang
5871,kasiaannn,kasihan
5872,kmu,kamu
5873,yg,yang
5874,miring2,miring-miring
5875,jd,jadi
5876,dech,deh
5877,baek,baik
5878,ajja,saja
5879,yg,yang
5880,tinggalin,tinggalkan
5881,ga,enggak
5882,gini,begini
5883,klo,kalo
5884,dri,dari
5885,ttg,tentang
5886,yg,yang
5887,kmu,kamu
5888,ga,enggak
5889,klo,kalo
5890,ksh,kasih
5891,dlm,dalam
5892,kaitannha,kaitannya
5893,ama,sama
5894,yg,yang
5895,pd,pada
5896,sud,sudah
5897,silahkan,silakan
5898,yg,yang
5899,pinter,pintar
5900,dgn,dengan
5901,yg,yang
5902,rana,ranah
5903,sampw,sampai
5904,rana,ranah
5905,thdp,terhadap
5906,knp,kenapa
5907,tsb,tersebut
5908,yg,yang
5909,krn,karena
5910,scr,secara
5911,yg,yang
5912,tdk,tidak
5913,utk,untuk
5914,tsb,tersebut
5915,yg,yang
5916,mrk,mereka
5917,pdhl,padahal
5918,yg,yang
5919,bhkn,bahkan
5920,utk,untuk
5921,spy,supaya
5922,tdk,tidak
5923,mrk,mereka
5924,yg,yang
5925,jgn,jangan
5926,kpd,kepada
5927,mrk,mereka
5928,mrk,mereka
5929,knp,kenapa
5930,mrk,mereka
5931,justeru,justru
5932,sbg,sebagai
5933,utk,untuk
5934,yg,yang
5935,klo,kalo
5936,apah,apa
5937,dak,indak
5938,ngatai,mengatai
5939,kln,kalian
5940,sukak,suka
5941,ahh,ah
5942,alloh,allah
5943,ihh,ih
5944,ngajar,mengajar
5945,termuraaahhhh,termurah
5946,udh,sudah
5947,brkunjun,berkunjung
5948,d,di
5949,bgt,banget
5950,bgt,banget
5951,yg,yang
5952,suarranya,suaranya
5953,dri,dari
5954,sihh,sih
5955,bgt,banget
5956,klo,kalo
5957,"bner""",benar-benar
5958,suarranya,suaranya
5959,iu,itu
5960,bgussss,bagus
5961,kmaren,kemarin
5962,ambilin,mengambil
5963,yg,yang
5964,syg,sayang
5965,dgn,dengan
5966,yg,yang
5967,sy,saya
5968,ttg,tentang
5969,mdh2an,mudah-mudahan
5970,anak2,anak-anak
5971,mmg,memang
5972,anak2,anak-anak
5973,dgn,dengan
5974,biasaaaa,biasa
5975,luuuaar,luar
5976,yg,yang
5977,ortu,orang tua
5978,dg,dengan
5979,bngt,banget
5980,sma,sama
5981,yaa,ya
5982,seneng,senang
5983,kereenn,keren
5984,bgt,banget
5985,bgtt,banget
5986,ma,sama
5987,km,kamu
5988,yg,yang
5989,redho,ridho
5990,rezki,rezeki
5991,yg,yang
5992,kepd,kepada
5993,org,orang
5994,luaarrr,luar
5995,biasaaa,biasa
5996,kaka,kakak
5997,jadilh,jadilah
5998,org,orang
5999,yg,yang
6000,org,orang
6001,na,nya
6002,kata2nya,kata-katanya
6003,bnr,benar
6004,terhaaru,terharu
6005,slalu,selalu
6006,kaka,kakak
6007,ttg,tentang
6008,orrunya,orang tuanya
6009,udah,sudah
6010,bnyak,banyak
6011,aj,saja
6012,ortu,orang tua
6013,ga,enggak
6014,org,orang
6015,kyak,kayak
6016,gmn,bagaimana
6017,pke,pakai
6018,klo,kalo
6019,koment,komentar
6020,it,itu
6021,koment,komentar
6022,bnget,banget
6023,ama,sama
6024,bgt,banget
6025,ma,sama
6026,bgt,banget
6027,bgt,banget
6028,ama,sama
6029,kka,kakak
6030,dri,dari
6031,flm,film
6032,ampe,sampai
6033,skrang,sekarang
6034,pake,pakai
6035,mb,mbak
6036,kalok,kalo
6037,adek2,adek-adek
6038,jd,jadi
6039,sndri,sendiri
6040,dr,dari
6041,km,kamu
6042,km,kamu
6043,rb,ribu
6044,kk,kakak
6045,tteh,teteh
6046,knpa,kenapa
6047,gak,enggak
6048,loncatt,loncat
6049,aja,saja
6050,hampasss,hempas
6051,lagiii,lagi
6052,cantiiik,cantik
6053,dlu,dulu
6054,kt,kita
6055,kyk,kayak
6056,gini,begini
6057,aja,saja
6058,yaa,ya
6059,cantikk,cantik
6060,tehh,teh
6061,bunga2,bunga-bunga
6062,apaaan,apaan
6063,lagiii,lagi
6064,ampuuunn,ampun
6065,daaah,dah
6066,skali,sekali
6067,yg,yang
6068,sma,sama
6069,gini,begini
6070,bangetttttt,banget
6071,ituh,itu
6072,cantikk,cantik
6073,cantikk,cantik
6074,cantiiikk,cantik
6075,udh,sudah
6076,msh,masih
6077,bgt,banget
6078,bgt,banget
6079,gak,enggak
6080,gak,enggak
6081,diliat,dilihat
6082,km,kamu
6083,liat,lihat
6084,kereen,keren
6085,suaranyaaaaaa,suaranya
6086,bener2,benar-benar
6087,idoolaaa,idola
6088,ga,enggak
6089,ga,enggak
6090,udah,sudah
6091,bgt,banget
6092,pake,pakai
6093,bangettt,banget
6094,pulaa,pula
6095,penyanyi2,penyanyi-penyanyi
6096,beneran,benaran
6097,yg,yang
6098,wiih,wih
6099,iyaa,iya
6100,apaa,apa
6101,miriip,mirip
6102,tp,tapi
6103,lbh,lebih
6104,jd,jadi
6105,aja,saja
6106,bs,bisa
6107,jd,jadi
6108,emang,memang
6109,blm,belum
6110,dr,dari
6111,yah,ya
6112,uhhh,uh
6113,bet,banget
6114,kaaaa,kak
6115,kaa,kak
6116,sayanggg,sayang
6117,kaa,kak
6118,liat,lihat
6119,allaahh,allah
6120,ajahhh,saja
6121,ajaaa,saja
6122,trims,terima kasih
6123,yah,ya
6124,dehat,sehat
6125,aminnnnn,amin
6126,bgt,banget
6127,bgt,banget
6128,salammmm,salam
6129,hari2,hari-hari
6130,yg,yang
6131,sihat,sehat
6132,aminnn,amin
6133,yg,yang
6134,aja,saja
6135,pengen,pengin
6136,yg,yang
6137,ayoo,ayo
6138,buruann,buruan
6139,d,di
6140,makasih,terima kasih
6141,udh,sudah
6142,saranin,menyarankan
6143,pake,pakai
6144,jd,jadi
6145,gak,enggak
6146,lg,lagi
6147,jd,jadi
6148,pede,percaya diri
6149,skrng,sekarang
6150,mksh,terima kasih
6151,silahkan,silakan
6152,yg,yang
6153,yg,yang
6154,rekomendain,rekomendasikan
6155,kaka,kakak
6156,makasih,terima kasih
6157,cntik,cantik
6158,bngt,banget
6159,trussss,terus
6160,yah,ya
6161,tp,tapi
6162,blm,belum
6163,tdk,tidak
6164,yukk,yuk
6165,cpt,cepat
6166,kmi,kami
6167,kakakuuu,kakakku
6168,aamiin,amin
6169,bgt,banget
6170,yukk,yuk
6171,ngalir,mengalir
6172,teruss,terus
6173,lohh,loh
6174,bangt,banget
6175,ga,enggak
6176,ga,enggak
6177,karna,karena
6178,cepet,cepat
6179,pesen,pesan
6180,bgt,banget
6181,pengen,pengin
6182,gak,enggak
6183,beneran,benaran
6184,ga,enggak
6185,nyesel,menyesal
6186,rekomendasiin,merekomendasikan
6187,kaka,kakak
6188,kaka,kakak
6189,gak,enggak
6190,nyesel,menyesal
6191,udah,sudah
6192,rekomendasiin,merekomendasikan
6193,ga,enggak
6194,pede,percaya diri
6195,makasih,terima kasih
6196,boong,bohong
6197,ktmu,ketemu
6198,ga,enggak
6199,nyangka,menyangka
6200,pake,pakai
6201,hub,hubungi
6202,makasih,terima kasih
6203,ksh,kasih
6204,jd,jadi
6205,gak,enggak
6206,lg,lagi
6207,pake,pakai
6208,mksh,terima kasih
6209,utk,untuk
6210,jgn,jangan
6211,yah,ya
6212,yg,yang
6213,dr,dari
6214,bkn,bukan
6215,prwtn,perawatan
6216,jg,juga
6217,pake,pakai
6218,ak,aku
6219,udh,sudah
6220,pake,pakai
6221,byk,banyak
6222,yg,yang
6223,udh,sudah
6224,ngebuktiin,membuktikan
6225,yah,ya
6226,dr,dari
6227,ak,aku
6228,prawatan,perawatan
6229,utk,untuk
6230,lbh,lebih
6231,mbk,mbak
6232,aj,saja
6233,y,ya
6234,mkin,makin
6235,cntk,cantik
6236,sj,saja
6237,yg,yang
6238,gak,enggak
6239,mo,mau
6240,pnya,punya
6241,gak,enggak
6242,mslh,masalah
6243,dimao,dimau
6244,gak,enggak
6245,hrs,harus
6246,klo,kalo
6247,cm,cuma
6248,utk,untuk
6249,dapetin,mendapati
6250,wjh,wajah
6251,pantes,pantas
6252,dijadiin,dijadikan
6253,prwtn,perawatan
6254,dr,dari
6255,udah,sudah
6256,yg,yang
6257,yg,yang
